10,33.1845
20,30.9795
30,37.7082
40,36.823
50,32.6414
60,30.8767
70,36.1905
80,34.4751
90,35.3689
100,39.7686
110,38.0743
120,31.1849
130,39.2613
140,37.1121
150,34.9614
160,33.3807
170,37.348
180,33.9001
190,39.1235
200,39.2749
210,38.2183
220,35.5848
230,39.5294
240,38.4407
250,36.8568
260,36.3883
270,38.3224
280,36.9135
290,32.8152
300,34.1056
310,43.2109
320,36.146
330,45.3719
340,32.6118
350,34.9883
360,39.1583
370,38.207
380,39.5062
390,39.8704
400,33.9195
410,37.5874
420,35.6195
430,39.1227
440,39.6612
450,41.8105
460,36.3719
470,39.4924
480,42.4249
490,37.3141
500,37.1784
510,34.7385
520,33.6945
530,36.8555
540,35.153
550,36.8982
560,35.0726
570,32.9941
580,37.0802
590,37.9744
600,37.1072
610,41.9596
620,35.6093
630,33.4559
640,35.9648
650,35.1425
660,37.8783
670,36.453
680,36.1788
690,38.1756
700,36.849
710,38.2482
720,35.9565
730,33.5853
740,36.1853
750,32.6415
760,32.8001
770,37.5633
780,39.9589
790,40.6725
800,39.8226
810,33.2437
820,37.1816
830,39.8635
840,33.9914
850,36.4715
860,35.2222
870,37.3644
880,31.4414
890,35.964
900,35.11
910,33.6483
920,37.3194
930,36.377
940,36.6172
950,38.009
960,38.5764
970,35.128
980,40.396
990,34.9139
1000,35.4567
1010,37.5046
1020,36.3662
1030,34.1341
1040,31.5914
1050,38.4155
1060,35.1425
1070,36.7303
1080,33.6289
1090,42.5272
1100,33.3934
1110,38.0338
1120,34.4693
1130,38.5397
1140,42.2247
1150,38.302
1160,40.257
1170,32.567
1180,31.6507
1190,36.3601
1200,33.8078
1210,33.3425
1220,36.9723
1230,37.6438
1240,32.9503
1250,41.5963
1260,35.0919
1270,37.0947
1280,40.2378
1290,36.2349
1300,34.2647
1310,38.7984
1320,38.715
1330,32.0207
1340,39.5294
1350,39.8632
1360,36.4341
1370,37.1775
1380,40.2451
1390,36.8134
1400,34.4755
1410,36.0987
1420,34.8715
1430,41.4162
1440,40.7278
1450,40.9374
1460,36.1611
1470,38.9013
1480,36.361
1490,36.9053
1500,37.488
1510,40.2862
1520,33.7231
1530,37.1438
1540,37.9698
1550,35.7337
1560,40.2457
1570,35.658
1580,34.9791
1590,37.2617
1600,37.3357
1610,38.1091
1620,36.5196
1630,39.4407
1640,33.1863
1650,37.2096
1660,36.0703
1670,36.8269
1680,34.6699
1690,34.8982
1700,35.3536
1710,35.2461
1720,34.7914
1730,41.7727
1740,37.0944
1750,35.4118
1760,32.7174
1770,35.6031
1780,40.6096
1790,32.1786
1800,31.742
1810,35.534
1820,42.6161
1830,36.4555
1840,36.6643
1850,31.944
1860,37.4787
1870,35.1203
1880,34.1948
1890,35.9281
1900,43.0982
1910,40.8537
1920,35.9726
1930,38.1382
1940,33.4764
1950,42.452
1960,38.2448
1970,37.8627
1980,38.5693
1990,40.3721
2000,39.702
2010,30.8964
2020,36.0766
2030,40.2234
2040,33.235
2050,37.3087
2060,35.8264
2070,30.3128
2080,39.513
2090,38.9158
2100,33.5558
2110,38.3384
2120,36.8719
2130,36.2953
2140,36.9802
2150,34.5917
2160,32.7645
2170,37.5682
2180,35.4621
2190,33.3049
2200,38.2459
2210,38.167
2220,38.3334
2230,37.9815
2240,35.2424
2250,39.9077
2260,38.9246
2270,40.8685
2280,39.166
2290,35.7425
2300,33.7819
2310,34.7832
2320,34.5869
2330,37.9925
2340,35.6432
2350,35.6055
2360,39.1016
2370,35.1523
2380,39.5861
2390,35.8248
2400,36.7398
2410,37.2005
2420,33.5454
2430,40.7257
2440,42.0384
2450,39.7861
2460,38.724
2470,32.315
2480,34.5176
2490,38.1073
2500,38.4908
2510,36.8854
2520,37.5054
2530,38.8089
2540,38.4466
2550,35.6835
2560,37.3348
2570,37.2941
2580,39.7123
2590,37.5436
2600,39.3126
2610,35.6386
2620,41.1884
2630,35.5311
2640,34.9807
2650,36.773
2660,35.2179
2670,32.2627
2680,40.8707
2690,35.1964
2700,37.3138
2710,35.0324
2720,35.6991
2730,36.7479
2740,38.1736
2750,40.6279
2760,34.2647
2770,31.371
2780,36.2854
2790,37.6075
2800,37.9845
2810,35.0564
2820,36.4114
2830,36.05
2840,37.3619
2850,33.3115
2860,36.0708
2870,36.4299
2880,37.4651
2890,38.0281
2900,31.787
2910,42.3045
2920,36.4296
2930,38.07
2940,34.9601
2950,34.4931
2960,33.828
2970,38.9249
2980,40.0293
2990,37.7746
3000,34.2017
3010,42.594
3020,39.4231
3030,36.926
3040,34.1456
3050,35.2626
3060,37.3102
3070,39.2156
3080,38.9468
3090,34.1701
3100,33.1812
3110,35.2897
3120,38.2493
3130,41.6388
3140,34.5462
3150,37.3032
3160,41.4909
3170,41.5061
3180,38.4269
3190,34.1973
3200,32.1248
3210,39.3936
3220,37.4288
3230,40.0281
3240,35.897
3250,37.8234
3260,41.4191
3270,35.2563
3280,35.8171
3290,41.5394
3300,38.0002
3310,35.4164
3320,38.1526
3330,41.0269
3340,38.5202
3350,35.8723
3360,38.4965
3370,37.9764
3380,32.9242
3390,37.8788
3400,31.7771
3410,36.7677
3420,36.9198
3430,36.7156
3440,39.2223
3450,36.1637
3460,29.4478
3470,39.4743
3480,35.3423
3490,39.4068
3500,38.7486
3510,32.9782
3520,38.822
3530,34.1338
3540,38.0521
3550,35.0693
3560,37.9691
3570,40.6815
3580,34.4107
3590,36.9141
3600,34.6331
3610,34.8659
3620,36.9081
3630,34.3503
3640,33.7275
3650,35.2704
3660,37.7801
3670,34.4901
3680,38.4349
3690,36.6611
3700,37.6815
3710,36.1868
3720,32.5297
3730,38.136
3740,37.3115
3750,35.425
3760,35.1098
3770,34.0291
3780,38.4897
3790,39.3257
3800,39.3829
3810,37.9052
3820,33.4739
3830,37.2937
3840,32.9766
3850,33.5106
3860,38.0858
3870,35.5224
3880,40.87
3890,34.4526
3900,37.864
3910,33.4153
3920,39.0055
3930,33.2783
3940,34.9277
3950,36.6458
3960,38.2434
3970,39.8889
3980,40.3832
3990,40.3968
4000,38.4596
4010,34.0758
4020,30.6229
4030,33.5807
4040,38.2867
4050,37.2124
4060,38.2888
4070,36.3767
4080,34.2799
4090,36.6259
4100,41.812
4110,36.8313
4120,39.2093
4130,36.2773
4140,36.8893
4150,37.3512
4160,43.2776
4170,38.3969
4180,39.7925
4190,36.3397
4200,37.8436
4210,34.1916
4220,40.954
4230,37.6775
4240,34.8403
4250,37.511
4260,38.5528
4270,38.2163
4280,40.5645
4290,36.2974
4300,36.2101
4310,35.5614
4320,39.4153
4330,42.1233
4340,35.3933
4350,40.5923
4360,34.9848
4370,36.9928
4380,37.6911
4390,35.9232
4400,38.3178
4410,38.4148
4420,36.4994
4430,32.8645
4440,35.3506
4450,36.2297
4460,33.4974
4470,39.4042
4480,37.0786
4490,36.7883
4500,40.9041
4510,33.4184
4520,37.8817
4530,34.7695
4540,32.9744
4550,38.266
4560,32.9276
4570,32.698
4580,38.3524
4590,37.3042
4600,34.1658
4610,38.7881
4620,35.3334
4630,37.1461
4640,39.2594
4650,38.1194
4660,36.9436
4670,37.8106
4680,36.4118
4690,37.3253
4700,34.3671
4710,30.7664
4720,33.5744
4730,36.3992
4740,41.4574
4750,35.3972
4760,29.8485
4770,37.0505
4780,30.2413
4790,37.6983
4800,34.7199
4810,34.6104
4820,47.2516
4830,35.0454
4840,39.5041
4850,35.5767
4860,39.5478
4870,36.1122
4880,34.2791
4890,40.7612
4900,38.0804
4910,37.4393
